field,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4
613,102.962367363929,29.8689407553731,102.705955096848,22.3194125429036,94.7389607354544,22.3052751169103,94.456488654843,29.8531529238191
614,110.444087363929,29.8689407553731,110.187675096848,22.3194125429036,102.220680735454,22.3052751169103,101.938208654843,29.8531529238191
615,117.925797363929,29.8689407553731,117.669385096848,22.3194125429036,109.702390735454,22.3052751169103,109.419918654843,29.8531529238191
616,125.407507363929,29.8689407553731,125.151095096848,22.3194125429036,117.184100735454,22.3052751169103,116.901628654843,29.8531529238191
617,132.889227363929,29.8689407553731,132.632815096848,22.3194125429036,124.665820735454,22.3052751169103,124.383348654843,29.8531529238191
618,140.370937363929,29.8689407553731,140.114525096848,22.3194125429036,132.147530735454,22.3052751169103,131.865058654843,29.8531529238191
619,147.852657363929,29.8689407553731,147.596245096848,22.3194125429036,139.629250735454,22.3052751169103,139.346778654843,29.8531529238191
620,155.334367363929,29.8689407553731,155.077955096848,22.3194125429036,147.110960735454,22.3052751169103,146.828488654843,29.8531529238191
621,162.816087363929,29.8689407553731,162.559675096848,22.3194125429036,154.592680735454,22.3052751169103,154.310208654843,29.8531529238191
622,170.297797363929,29.8689407553731,170.041385096848,22.3194125429036,162.074390735454,22.3052751169103,161.791918654843,29.8531529238191
623,177.779507363929,29.8689407553731,177.523095096848,22.3194125429036,169.556100735454,22.3052751169103,169.273628654843,29.8531529238191
624,185.261227363929,29.8689407553731,185.004815096848,22.3194125429036,177.037820735454,22.3052751169103,176.755348654843,29.8531529238191
625,192.742937363929,29.8689407553731,192.486525096848,22.3194125429036,184.519530735454,22.3052751169103,184.237058654843,29.8531529238191
626,200.224657363929,29.8689407553731,199.968245096848,22.3194125429036,192.001250735454,22.3052751169103,191.718778654843,29.8531529238191
627,207.706367363929,29.8689407553731,207.449955096848,22.3194125429036,199.482960735454,22.3052751169103,199.200488654843,29.8531529238191
628,215.188087363929,29.8689407553731,214.931675096848,22.3194125429036,206.964680735454,22.3052751169103,206.682208654843,29.8531529238191
629,222.669797363929,29.8689407553731,222.413385096848,22.3194125429036,214.446390735454,22.3052751169103,214.163918654843,29.8531529238191
630,230.151507363929,29.8689407553731,229.895095096848,22.3194125429036,221.928100735454,22.3052751169103,221.645628654843,29.8531529238191
631,237.633227363929,29.8689407553731,237.376815096848,22.3194125429036,229.409820735454,22.3052751169103,229.127348654843,29.8531529238191
632,245.114937363929,29.8689407553731,244.858525096848,22.3194125429036,236.891530735454,22.3052751169103,236.609058654843,29.8531529238191
633,252.596657363929,29.8689407553731,252.340245096848,22.3194125429036,244.373250735454,22.3052751169103,244.090778654843,29.8531529238191
634,260.078367363929,29.8689407553731,259.821955096848,22.3194125429036,251.854960735454,22.3052751169103,251.572488654843,29.8531529238191
635,267.560087363929,29.8689407553731,267.303675096848,22.3194125429036,259.336680735454,22.3052751169103,259.054208654843,29.8531529238191
636,275.041797363929,29.8689407553731,274.785385096848,22.3194125429036,266.818390735454,22.3052751169103,266.535918654843,29.8531529238191
637,282.523507363929,29.8689407553731,282.267095096848,22.3194125429036,274.300100735454,22.3052751169103,274.017628654843,29.8531529238191
638,290.005227363929,29.8689407553731,289.748815096848,22.3194125429036,281.781820735454,22.3052751169103,281.499348654843,29.8531529238191
639,297.486937363929,29.8689407553731,297.230525096848,22.3194125429036,289.263530735454,22.3052751169103,288.981058654843,29.8531529238191
640,304.990597363929,29.8689407553731,304.734185096848,22.3194125429036,296.767190735454,22.3052751169103,296.484718654843,29.8531529238191
641,312.516197363929,29.8689407553731,312.259785096848,22.3194125429036,304.292790735454,22.3052751169103,304.010318654843,29.8531529238191
642,320.041797363929,29.8689407553731,319.785385096848,22.3194125429036,311.818390735454,22.3052751169103,311.535918654843,29.8531529238191
643,327.567397363929,29.8689407553731,327.310985096848,22.3194125429036,319.343990735454,22.3052751169103,319.061518654843,29.8531529238191
644,335.092997363929,29.8689407553731,334.836585096848,22.3194125429036,326.869590735454,22.3052751169103,326.587118654843,29.8531529238191
645,342.618597363929,29.8689407553731,342.362185096848,22.3194125429036,334.395190735454,22.3052751169103,334.112718654843,29.8531529238191
646,350.144197363929,29.8689407553731,349.887785096848,22.3194125429036,341.920790735454,22.3052751169103,341.638318654843,29.8531529238191
647,357.669797363929,29.8689407553731,357.413385096848,22.3194125429036,349.446390735454,22.3052751169103,349.163918654843,29.8531529238191
648,5.17507335488267,37.0476464490702,4.80228572117143,29.5010276390389,356.333544739272,29.4867777959554,355.932225684538,37.0314730846185
649,12.9588533548827,37.0476464490702,12.5860657211714,29.5010276390389,4.11732473927236,29.4867777959554,3.71600568453759,37.0314730846185
650,20.7426333548827,37.0476464490702,20.3698457211714,29.5010276390389,11.9011047392724,29.4867777959554,11.4997856845376,37.0314730846185
651,28.5264133548827,37.0476464490702,28.1536257211714,29.5010276390389,19.6848847392724,29.4867777959554,19.2835656845376,37.0314730846185
652,36.3101833548827,37.0476464490702,35.9373957211714,29.5010276390389,27.4686547392724,29.4867777959554,27.0673356845376,37.0314730846185
653,44.0939633548827,37.0476464490702,43.7211757211714,29.5010276390389,35.2524347392724,29.4867777959554,34.8511156845376,37.0314730846185
654,51.8777433548827,37.0476464490702,51.5049557211714,29.5010276390389,43.0362147392724,29.4867777959554,42.6348956845376,37.0314730846185
655,59.6615233548827,37.0476464490702,59.2887357211714,29.5010276390389,50.8199947392724,29.4867777959554,50.4186756845376,37.0314730846185
656,67.4453033548827,37.0476464490702,67.0725157211714,29.5010276390389,58.6037747392724,29.4867777959554,58.2024556845376,37.0314730846185
657,75.2290733548827,37.0476464490702,74.8562857211714,29.5010276390389,66.3875447392724,29.4867777959554,65.9862256845376,37.0314730846185
658,83.0128533548827,37.0476464490702,82.6400657211714,29.5010276390389,74.1713247392724,29.4867777959554,73.7700056845376,37.0314730846185
659,90.8313833548827,37.0476464490702,90.4585957211714,29.5010276390389,81.9898547392723,29.4867777959554,81.5885356845376,37.0314730846185
660,98.6846733548827,37.0476464490702,98.3118857211714,29.5010276390389,89.8431447392723,29.4867777959554,89.4418256845376,37.0314730846185
661,106.537953354883,37.0476464490702,106.165165721171,29.5010276390389,97.6964247392723,29.4867777959554,97.2951056845376,37.0314730846185
662,114.391243354883,37.0476464490702,114.018455721171,29.5010276390389,105.549714739272,29.4867777959554,105.148395684538,37.0314730846185
663,122.244533354883,37.0476464490702,121.871745721171,29.5010276390389,113.403004739272,29.4867777959554,113.001685684538,37.0314730846185
664,130.097813354883,37.0476464490702,129.725025721171,29.5010276390389,121.256284739272,29.4867777959554,120.854965684538,37.0314730846185
665,137.951103354883,37.0476464490702,137.578315721171,29.5010276390389,129.109574739272,29.4867777959554,128.708255684538,37.0314730846185
666,145.804383354883,37.0476464490702,145.431595721171,29.5010276390389,136.962854739272,29.4867777959554,136.561535684538,37.0314730846185
667,153.657673354883,37.0476464490702,153.284885721171,29.5010276390389,144.816144739272,29.4867777959554,144.414825684538,37.0314730846185
668,161.510953354883,37.0476464490702,161.138165721171,29.5010276390389,152.669424739272,29.4867777959554,152.268105684538,37.0314730846185
669,169.364243354883,37.0476464490702,168.991455721171,29.5010276390389,160.522714739272,29.4867777959554,160.121395684538,37.0314730846185
670,177.217533354883,37.0476464490702,176.844745721171,29.5010276390389,168.376004739272,29.4867777959554,167.974685684538,37.0314730846185
671,185.070813354883,37.0476464490702,184.698025721171,29.5010276390389,176.229284739272,29.4867777959554,175.827965684538,37.0314730846185
672,192.924103354883,37.0476464490702,192.551315721171,29.5010276390389,184.082574739272,29.4867777959554,183.681255684538,37.0314730846185
673,200.777383354883,37.0476464490702,200.404595721171,29.5010276390389,191.935854739272,29.4867777959554,191.534535684538,37.0314730846185
674,208.630673354883,37.0476464490702,208.257885721171,29.5010276390389,199.789144739272,29.4867777959554,199.387825684538,37.0314730846185
675,216.483953354883,37.0476464490702,216.111165721171,29.5010276390389,207.642424739272,29.4867777959554,207.241105684538,37.0314730846185
676,224.337243354883,37.0476464490702,223.964455721171,29.5010276390389,215.495714739272,29.4867777959554,215.094395684538,37.0314730846185
677,232.190533354883,37.0476464490702,231.817745721171,29.5010276390389,223.349004739272,29.4867777959554,222.947685684538,37.0314730846185
678,240.043813354883,37.0476464490702,239.671025721171,29.5010276390389,231.202284739272,29.4867777959554,230.800965684538,37.0314730846185
679,247.897103354883,37.0476464490702,247.524315721171,29.5010276390389,239.055574739272,29.4867777959554,238.654255684538,37.0314730846185
680,255.750383354883,37.0476464490702,255.377595721171,29.5010276390389,246.908854739272,29.4867777959554,246.507535684538,37.0314730846185
681,263.603673354883,37.0476464490702,263.230885721171,29.5010276390389,254.762144739272,29.4867777959554,254.360825684538,37.0314730846185
682,271.456953354883,37.0476464490702,271.084165721171,29.5010276390389,262.615424739272,29.4867777959554,262.214105684538,37.0314730846185
683,279.310243354883,37.0476464490702,278.937455721171,29.5010276390389,270.468714739272,29.4867777959554,270.067395684538,37.0314730846185
684,287.163533354883,37.0476464490702,286.790745721171,29.5010276390389,278.322004739272,29.4867777959554,277.920685684538,37.0314730846185
685,295.016813354883,37.0476464490702,294.644025721171,29.5010276390389,286.175284739272,29.4867777959554,285.773965684538,37.0314730846185
686,302.870103354883,37.0476464490702,302.497315721171,29.5010276390389,294.028574739272,29.4867777959554,293.627255684538,37.0314730846185
687,310.688633354883,37.0476464490702,310.315845721171,29.5010276390389,301.847104739272,29.4867777959554,301.445785684538,37.0314730846185
688,318.472413354883,37.0476464490702,318.099625721171,29.5010276390389,309.630884739272,29.4867777959554,309.229565684538,37.0314730846185
689,326.256183354883,37.0476464490702,325.883395721171,29.5010276390389,317.414654739272,29.4867777959554,317.013335684538,37.0314730846185
690,334.039963354883,37.0476464490702,333.667175721171,29.5010276390389,325.198434739272,29.4867777959554,324.797115684538,37.0314730846185
691,341.823743354883,37.0476464490702,341.450955721171,29.5010276390389,332.982214739272,29.4867777959554,332.580895684538,37.0314730846185
692,349.607523354883,37.0476464490702,349.234735721171,29.5010276390389,340.765994739272,29.4867777959554,340.364675684538,37.0314730846185
693,357.391303354883,37.0476464490702,357.018515721171,29.5010276390389,348.549774739272,29.4867777959554,348.148455684538,37.0314730846185
694,8.59382619634999,44.221871141216,8.05768584416048,36.6798165578426,358.865797273214,36.6654388194697,358.297633740416,44.2052342284716
695,17.0122357901919,44.0724693469142,16.4801798329326,36.530296503961,7.30612517086522,36.5159216379707,6.74213216673342,44.0558431528557
696,25.51495619635,44.221871141216,24.9788158441605,36.6798165578426,15.786927273214,36.6654388194697,15.2187637404164,44.2052342284716
697,34.00469619635,44.221871141216,33.4685558441605,36.6798165578426,24.276667273214,36.6654388194697,23.7085037404164,44.2052342284716
698,42.55275619635,44.221871141216,42.0166158441605,36.6798165578426,32.824727273214,36.6654388194697,32.2565637404164,44.2052342284716
699,51.10082619635,44.221871141216,50.5646858441605,36.6798165578426,41.372797273214,36.6654388194697,40.8046337404164,44.2052342284716
700,59.64889619635,44.221871141216,59.1127558441605,36.6798165578426,49.920867273214,36.6654388194697,49.3527037404164,44.2052342284716
701,68.19695619635,44.221871141216,67.6608158441605,36.6798165578426,58.468927273214,36.6654388194697,57.9007637404165,44.2052342284716
702,76.74502619635,44.221871141216,76.2088858441605,36.6798165578426,67.016997273214,36.6654388194697,66.4488337404164,44.2052342284716
703,85.35663619635,44.221871141216,84.8204958441605,36.6798165578426,75.628607273214,36.6654388194697,75.0604437404164,44.2052342284716
704,93.97344619635,44.221871141216,93.4373058441605,36.6798165578426,84.245417273214,36.6654388194697,83.6772537404164,44.2052342284716
705,102.59026619635,44.221871141216,102.05412584416,36.6798165578426,92.862237273214,36.6654388194697,92.2940737404165,44.2052342284716
706,111.20707619635,44.221871141216,110.67093584416,36.6798165578426,101.479047273214,36.6654388194697,100.910883740416,44.2052342284716
707,119.82389619635,44.221871141216,119.28775584416,36.6798165578426,110.095867273214,36.6654388194697,109.527703740416,44.2052342284716
708,128.44070619635,44.221871141216,127.90456584416,36.6798165578426,118.712677273214,36.6654388194697,118.144513740416,44.2052342284716
709,137.05752619635,44.221871141216,136.52138584416,36.6798165578426,127.329497273214,36.6654388194697,126.761333740416,44.2052342284716
710,145.67433619635,44.221871141216,145.13819584416,36.6798165578426,135.946307273214,36.6654388194697,135.378143740416,44.2052342284716
711,154.29115619635,44.221871141216,153.75501584416,36.6798165578426,144.563127273214,36.6654388194697,143.994963740416,44.2052342284716
712,162.90796619635,44.221871141216,162.37182584416,36.6798165578426,153.179937273214,36.6654388194697,152.611773740416,44.2052342284716
713,171.52478619635,44.221871141216,170.98864584416,36.6798165578426,161.796757273214,36.6654388194697,161.228593740416,44.2052342284716
714,180.14159619635,44.221871141216,179.60545584416,36.6798165578426,170.413567273214,36.6654388194697,169.845403740416,44.2052342284716
715,188.75841619635,44.221871141216,188.22227584416,36.6798165578426,179.030387273214,36.6654388194697,178.462223740416,44.2052342284716
716,197.37522619635,44.221871141216,196.83908584416,36.6798165578426,187.647197273214,36.6654388194697,187.079033740416,44.2052342284716
717,205.99203619635,44.221871141216,205.45589584416,36.6798165578426,196.264007273214,36.6654388194697,195.695843740416,44.2052342284716
718,214.60885619635,44.221871141216,214.07271584416,36.6798165578426,204.880827273214,36.6654388194697,204.312663740416,44.2052342284716
719,223.22566619635,44.221871141216,222.68952584416,36.6798165578426,213.497637273214,36.6654388194697,212.929473740416,44.2052342284716
720,231.84248619635,44.221871141216,231.30634584416,36.6798165578426,222.114457273214,36.6654388194697,221.546293740416,44.2052342284716
721,240.45929619635,44.221871141216,239.92315584416,36.6798165578426,230.731267273214,36.6654388194697,230.163103740416,44.2052342284716
722,249.07611619635,44.221871141216,248.53997584416,36.6798165578426,239.348087273214,36.6654388194697,238.779923740416,44.2052342284716
723,257.69292619635,44.221871141216,257.15678584416,36.6798165578426,247.964897273214,36.6654388194697,247.396733740416,44.2052342284716
724,266.30974619635,44.221871141216,265.77360584416,36.6798165578426,256.581717273214,36.6654388194697,256.013553740416,44.2052342284716
725,274.92655619635,44.221871141216,274.39041584416,36.6798165578426,265.198527273214,36.6654388194697,264.630363740416,44.2052342284716
726,283.54337619635,44.221871141216,283.007235844161,36.6798165578426,273.815347273214,36.6654388194697,273.247183740416,44.2052342284716
727,292.16018619635,44.221871141216,291.62404584416,36.6798165578426,282.432157273214,36.6654388194697,281.863993740416,44.2052342284716
728,300.77700619635,44.221871141216,300.24086584416,36.6798165578426,291.048977273214,36.6654388194697,290.480813740416,44.2052342284716
729,309.39381619635,44.221871141216,308.85767584416,36.6798165578426,299.665787273214,36.6654388194697,299.097623740416,44.2052342284716
730,317.94709619635,44.221871141216,317.41095584416,36.6798165578426,308.219067273214,36.6654388194697,307.650903740416,44.2052342284716
731,326.43682619635,44.221871141216,325.90068584416,36.6798165578426,316.708797273214,36.6654388194697,316.140633740416,44.2052342284716
732,334.86822619635,44.221871141216,334.33208584416,36.6798165578426,325.140197273214,36.6654388194697,324.572033740416,44.2052342284716
733,343.29962619635,44.221871141216,342.76348584416,36.6798165578426,333.571597273214,36.6654388194697,333.003433740416,44.2052342284716
734,351.73102619635,44.221871141216,351.19488584416,36.6798165578426,342.002997273214,36.6654388194697,341.434833740416,44.2052342284716
735,0.162426196349998,44.221871141216,359.62628584416,36.6798165578426,350.434397273214,36.6654388194697,349.866233740416,44.2052342284716
736,8.10129130817491,51.3888870809379,7.31801682657463,43.8542073955393,357.092827294086,43.8396778494116,356.272491567114,51.3716621520333
737,18.1383813081749,51.3888870809379,17.3551068265746,43.8542073955393,7.12991729408595,43.8396778494116,6.30958156711402,51.3716621520333
738,28.1754713081749,51.3888870809379,27.3921968265746,43.8542073955393,17.167007294086,43.8396778494116,16.346671567114,51.3716621520333
739,38.2125613081749,51.3888870809379,37.4292868265746,43.8542073955393,27.204097294086,43.8396778494116,26.383761567114,51.3716621520333
740,48.2496513081749,51.3888870809379,47.4663768265746,43.8542073955393,37.241187294086,43.8396778494116,36.420851567114,51.3716621520333
741,58.2867413081749,51.3888870809379,57.5034668265746,43.8542073955393,47.278277294086,43.8396778494116,46.457941567114,51.3716621520333
742,68.3238313081749,51.3888870809379,67.5405568265746,43.8542073955393,57.315367294086,43.8396778494116,56.495031567114,51.3716621520333
743,78.1422313081749,51.3888870809379,77.3589568265746,43.8542073955393,67.133767294086,43.8396778494116,66.313431567114,51.3716621520333
744,87.7419213081749,51.3888870809379,86.9586468265746,43.8542073955393,76.733457294086,43.8396778494116,75.913121567114,51.3716621520333
745,97.1666113081749,51.3888870809379,96.3833368265746,43.8542073955393,86.1581472940859,43.8396778494116,85.337811567114,51.3716621520333
746,106.591301308175,51.3888870809379,105.808026826575,43.8542073955393,95.582837294086,43.8396778494116,94.762501567114,51.3716621520333
747,116.016001308175,51.3888870809379,115.232726826575,43.8542073955393,105.007537294086,43.8396778494116,104.187201567114,51.3716621520333
748,125.440691308175,51.3888870809379,124.657416826575,43.8542073955393,114.432227294086,43.8396778494116,113.611891567114,51.3716621520333
749,134.865381308175,51.3888870809379,134.082106826575,43.8542073955393,123.856917294086,43.8396778494116,123.036581567114,51.3716621520333
750,144.290071308175,51.3888870809379,143.506796826575,43.8542073955393,133.281607294086,43.8396778494116,132.461271567114,51.3716621520333
751,153.714761308175,51.3888870809379,152.931486826575,43.8542073955393,142.706297294086,43.8396778494116,141.885961567114,51.3716621520333
752,163.139461308175,51.3888870809379,162.356186826575,43.8542073955393,152.130997294086,43.8396778494116,151.310661567114,51.3716621520333
753,172.564151308175,51.3888870809379,171.780876826575,43.8542073955393,161.555687294086,43.8396778494116,160.735351567114,51.3716621520333
754,181.988841308175,51.3888870809379,181.205566826575,43.8542073955393,170.980377294086,43.8396778494116,170.160041567114,51.3716621520333
755,191.413531308175,51.3888870809379,190.630256826575,43.8542073955393,180.405067294086,43.8396778494116,179.584731567114,51.3716621520333
756,200.838231308175,51.3888870809379,200.054956826575,43.8542073955393,189.829767294086,43.8396778494116,189.009431567114,51.3716621520333
757,210.612921308175,51.3888870809379,209.829646826575,43.8542073955393,199.604457294086,43.8396778494116,198.784121567114,51.3716621520333
758,220.387611308175,51.3888870809379,219.604336826575,43.8542073955393,209.379147294086,43.8396778494116,208.558811567114,51.3716621520333
759,230.162301308175,51.3888870809379,229.379026826575,43.8542073955393,219.153837294086,43.8396778494116,218.333501567114,51.3716621520333
760,239.937001308175,51.3888870809379,239.153726826575,43.8542073955393,228.928537294086,43.8396778494116,228.108201567114,51.3716621520333
761,249.711691308175,51.3888870809379,248.928416826575,43.8542073955393,238.703227294086,43.8396778494116,237.882891567114,51.3716621520333
762,259.486381308175,51.3888870809379,258.703106826575,43.8542073955393,248.477917294086,43.8396778494116,247.657581567114,51.3716621520333
763,269.261071308175,51.3888870809379,268.477796826575,43.8542073955393,258.252607294086,43.8396778494116,257.432271567114,51.3716621520333
764,279.035761308175,51.3888870809379,278.252486826575,43.8542073955393,268.027297294086,43.8396778494116,267.206961567114,51.3716621520333
765,288.810461308175,51.3888870809379,288.027186826575,43.8542073955393,277.801997294086,43.8396778494116,276.981661567114,51.3716621520333
766,298.585151308175,51.3888870809379,297.801876826575,43.8542073955393,287.576687294086,43.8396778494116,286.756351567114,51.3716621520333
767,308.359841308175,51.3888870809379,307.576566826575,43.8542073955393,297.351377294086,43.8396778494116,296.531041567114,51.3716621520333
768,318.134531308175,51.3888870809379,317.351256826575,43.8542073955393,307.126067294086,43.8396778494116,306.305731567114,51.3716621520333
769,327.952931308175,51.3888870809379,327.169656826575,43.8542073955393,316.944467294086,43.8396778494116,316.124131567114,51.3716621520333
770,337.990021308175,51.3888870809379,337.206746826575,43.8542073955393,326.981557294086,43.8396778494116,326.161221567114,51.3716621520333
771,348.027111308175,51.3888870809379,347.243836826575,43.8542073955393,337.018647294086,43.8396778494116,336.198311567114,51.3716621520333
772,358.064201308175,51.3888870809379,357.280926826575,43.8542073955393,347.055737294086,43.8396778494116,346.235401567114,51.3716621520333
773,14.0015877460587,58.5435488573194,12.8097036960549,51.0215397792145,1.08328159945388,51.0068207826485,359.846765780166,58.5255256263298
774,24.5918377460587,58.5435488573194,23.3999536960549,51.0215397792145,11.6735315994539,51.0068207826485,10.4370157801662,58.5255256263298
775,35.1820877460587,58.5435488573194,33.9902036960549,51.0215397792145,22.2637815994539,51.0068207826485,21.0272657801662,58.5255256263298
776,45.7723377460587,58.5435488573194,44.5804536960549,51.0215397792145,32.8540315994539,51.0068207826485,31.6175157801662,58.5255256263298
777,56.3625877460587,58.5435488573194,55.1707036960549,51.0215397792145,43.4442815994539,51.0068207826485,42.2077657801662,58.5255256263298
778,67.1632777460587,58.5435488573194,65.9713936960549,51.0215397792145,54.2449715994539,51.0068207826485,53.0084557801662,58.5255256263298
779,78.1743977460586,58.5435488573194,76.9825136960549,51.0215397792145,65.2560915994539,51.0068207826485,64.0195757801662,58.5255256263298
780,89.0991577460587,58.5435488573194,87.9072736960549,51.0215397792145,76.1808515994539,51.0068207826485,74.9443357801662,58.5255256263298
781,100.023907746059,58.5435488573194,98.8320236960549,51.0215397792145,87.1056015994539,51.0068207826485,85.8690857801662,58.5255256263298
782,110.948667746059,58.5435488573194,109.756783696055,51.0215397792145,98.0303615994539,51.0068207826485,96.7938457801662,58.5255256263298
783,121.873427746059,58.5435488573194,120.681543696055,51.0215397792145,108.955121599454,51.0068207826485,107.718605780166,58.5255256263298
784,132.798177746059,58.5435488573194,131.606293696055,51.0215397792145,119.879871599454,51.0068207826485,118.643355780166,58.5255256263298
785,143.722937746059,58.5435488573194,142.531053696055,51.0215397792145,130.804631599454,51.0068207826485,129.568115780166,58.5255256263298
786,154.647687746059,58.5435488573194,153.455803696055,51.0215397792145,141.729381599454,51.0068207826485,140.492865780166,58.5255256263298
787,165.572447746059,58.5435488573194,164.380563696055,51.0215397792145,152.654141599454,51.0068207826485,151.417625780166,58.5255256263298
788,176.497207746059,58.5435488573194,175.305323696055,51.0215397792145,163.578901599454,51.0068207826485,162.342385780166,58.5255256263298
789,187.425597746059,58.5435488573194,186.233713696055,51.0215397792145,174.507291599454,51.0068207826485,173.270775780166,58.5255256263298
790,198.436717746059,58.5435488573194,197.244833696055,51.0215397792145,185.518411599454,51.0068207826485,184.281895780166,58.5255256263298
791,209.447837746059,58.5435488573194,208.255953696055,51.0215397792145,196.529531599454,51.0068207826485,195.293015780166,58.5255256263298
792,220.458957746059,58.5435488573194,219.267073696055,51.0215397792145,207.540651599454,51.0068207826485,206.304135780166,58.5255256263298
793,231.552807746059,58.5435488573194,230.360923696055,51.0215397792145,218.634501599454,51.0068207826485,217.397985780166,58.5255256263298
794,242.650287746059,58.5435488573194,241.458403696055,51.0215397792145,229.731981599454,51.0068207826485,228.495465780166,58.5255256263298
795,253.747767746059,58.5435488573194,252.555883696055,51.0215397792145,240.829461599454,51.0068207826485,239.592945780166,58.5255256263298
796,264.845257746059,58.5435488573194,263.653373696055,51.0215397792145,251.926951599454,51.0068207826485,250.690435780166,58.5255256263298
797,275.942737746059,58.5435488573194,274.750853696055,51.0215397792145,263.024431599454,51.0068207826485,261.787915780166,58.5255256263298
798,287.040227746059,58.5435488573194,285.848343696055,51.0215397792145,274.121921599454,51.0068207826485,272.885405780166,58.5255256263298
799,298.137707746059,58.5435488573194,296.945823696055,51.0215397792145,285.219401599454,51.0068207826485,283.982885780166,58.5255256263298
800,309.235187746059,58.5435488573194,308.043303696055,51.0215397792145,296.316881599454,51.0068207826485,295.080365780166,58.5255256263298
801,320.332677746059,58.5435488573194,319.140793696055,51.0215397792145,307.414371599454,51.0068207826485,306.177855780166,58.5255256263298
802,331.430157746059,58.5435488573194,330.238273696055,51.0215397792145,318.511851599454,51.0068207826485,317.275335780166,58.5255256263298
803,342.230837746059,58.5435488573194,341.038953696055,51.0215397792145,329.312531599454,51.0068207826485,328.076015780166,58.5255256263298
804,352.821087746059,58.5435488573194,351.629203696055,51.0215397792145,339.902781599454,51.0068207826485,338.666265780166,58.5255256263298
805,3.41133774605868,58.5435488573194,2.21945369605487,51.0215397792145,350.493031599454,51.0068207826485,349.256515780166,58.5255256263298
806,15.6078064041528,65.6747384058284,13.6562153077781,58.1768250361955,359.657822017203,58.1618544904857,357.649466564294,65.6555270275613
807,28.9411364041528,65.6747384058284,26.9895453077781,58.1768250361955,12.9911520172031,58.1618544904857,10.9827965642937,65.6555270275613
808,42.2744664041528,65.6747384058284,40.3228753077781,58.1768250361955,26.3244820172031,58.1618544904857,24.3161265642937,65.6555270275613
809,55.6078064041528,65.6747384058284,53.6562153077781,58.1768250361955,39.6578220172031,58.1618544904857,37.6494665642937,65.6555270275613
810,68.9411364041528,65.6747384058284,66.9895453077781,58.1768250361955,52.9911520172031,58.1618544904857,50.9827965642937,65.6555270275613
811,82.2744664041528,65.6747384058284,80.3228753077781,58.1768250361955,66.3244820172031,58.1618544904857,64.3161265642937,65.6555270275613
812,95.6078064041528,65.6747384058284,93.6562153077781,58.1768250361955,79.6578220172031,58.1618544904857,77.6494665642937,65.6555270275613
813,108.941136404153,65.6747384058284,106.989545307778,58.1768250361955,92.9911520172031,58.1618544904857,90.9827965642937,65.6555270275613
814,122.274466404153,65.6747384058284,120.322875307778,58.1768250361955,106.324482017203,58.1618544904857,104.316126564294,65.6555270275613
815,135.607806404153,65.6747384058284,133.656215307778,58.1768250361955,119.657822017203,58.1618544904857,117.649466564294,65.6555270275613
816,148.941136404153,65.6747384058284,146.989545307778,58.1768250361955,132.991152017203,58.1618544904857,130.982796564294,65.6555270275613
817,162.274466404153,65.6747384058284,160.322875307778,58.1768250361955,146.324482017203,58.1618544904857,144.316126564294,65.6555270275613
818,175.607806404153,65.6747384058284,173.656215307778,58.1768250361955,159.657822017203,58.1618544904857,157.649466564294,65.6555270275613
819,188.941136404153,65.6747384058284,186.989545307778,58.1768250361955,172.991152017203,58.1618544904857,170.982796564294,65.6555270275613
820,202.274466404153,65.6747384058284,200.322875307778,58.1768250361955,186.324482017203,58.1618544904857,184.316126564294,65.6555270275613
821,215.607806404153,65.6747384058284,213.656215307778,58.1768250361955,199.657822017203,58.1618544904857,197.649466564294,65.6555270275613
822,228.941136404153,65.6747384058284,226.989545307778,58.1768250361955,212.991152017203,58.1618544904857,210.982796564294,65.6555270275613
823,242.274466404153,65.6747384058284,240.322875307778,58.1768250361955,226.324482017203,58.1618544904857,224.316126564294,65.6555270275613
824,255.607806404153,65.6747384058284,253.656215307778,58.1768250361955,239.657822017203,58.1618544904857,237.649466564294,65.6555270275613
825,268.941136404153,65.6747384058284,266.989545307778,58.1768250361955,252.991152017203,58.1618544904857,250.982796564294,65.6555270275613
826,282.274466404153,65.6747384058284,280.322875307778,58.1768250361955,266.324482017203,58.1618544904857,264.316126564294,65.6555270275613
827,295.607806404153,65.6747384058284,293.656215307778,58.1768250361955,279.657822017203,58.1618544904857,277.649466564294,65.6555270275613
828,308.941136404153,65.6747384058284,306.989545307778,58.1768250361955,292.991152017203,58.1618544904857,290.982796564294,65.6555270275613
829,322.274466404153,65.6747384058284,320.322875307778,58.1768250361955,306.324482017203,58.1618544904857,304.316126564294,65.6555270275613
830,335.607806404153,65.6747384058284,333.656215307778,58.1768250361955,319.657822017203,58.1618544904857,317.649466564294,65.6555270275613
831,348.941136404153,65.6747384058284,346.989545307778,58.1768250361955,332.991152017203,58.1618544904857,330.982796564294,65.6555270275613
832,2.2744664041528,65.6747384058284,0.322875307778133,58.1768250361955,346.324482017203,58.1618544904857,344.316126564294,65.6555270275613
833,21.0412812990368,72.7530906327095,17.4076770114911,65.3093717649647,359.71214440951,65.2940391162486,356.000421850614,72.7318542673512
834,38.1841412990368,72.7530906327095,34.5505370114911,65.3093717649647,16.8550044095105,65.2940391162486,13.1432818506145,72.7318542673512
835,55.3269912990368,72.7530906327095,51.6933870114911,65.3093717649647,33.9978544095105,65.2940391162486,30.2861318506145,72.7318542673512
